StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q79,Q149,Q148,Q89,Q91,Q93,Q95,Q97,Q97_4_TEXT,Q99,Q99_5_TEXT,Q101,Q101_5_TEXT,Q103,Q103_2_TEXT,Q87,Q153,Q85,Q85_1_TEXT,Q85_2_TEXT,Q85_3_TEXT,Q85_4_TEXT,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,Q127,Q129,Q131,Q135,Q137,Q139,Q141,Q143,Q145,Q147,Q149,Q151,Q153,Q155,Q157,Q159,Q161,Q163,Q165,Q167,Q169,Q171,Q173,Q177,Q179,Q181,Q183,Q185,Q187,Q189,Q191,Q193,Q195,Q197,Q199,Q201,Q203
2022-04-07 16:19:49,2022-04-07 16:19:49,Spam,100,0,True,2022-04-07 16:19:49,R_er1i50axvla2ikN,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-07 18:56:58,2022-04-07 18:59:48,IP Address,100,170,True,2022-04-07 18:59:48,R_11apC1Bp0nGV1Kf,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'6""-5'9""",150-175 lbs,Female,Female,,Queer,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",ma,07,58,bl,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2= Sometimes,2= Sometimes,1= Almost never,3= Often,1= Almost never,2= Sometimes,4= Almost always,1= Almost never,2= Sometimes,3= Often,1= Almost never,3= Often,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,2= Sometimes,4= Almost always,2= Sometimes,3= Moderately characteristic or true of me,2,1= Not at all characteristic or true of me,2,3= Moderately characteristic or true of me,4,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-07 19:20:42,2022-04-07 19:20:42,Spam,100,0,True,2022-04-07 19:20:43,R_u8S9oYXZlvrf01H,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-13 14:06:41,2022-04-13 14:06:41,Spam,100,0,True,2022-04-13 14:06:42,R_2xVQGVnnTZQXcZc,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-18 11:58:59,2022-04-18 11:58:59,Spam,100,0,True,2022-04-18 11:59:00,R_sFfoTIZ0o86qeIh,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-18 11:59:49,2022-04-18 11:59:49,Spam,100,0,True,2022-04-18 11:59:49,R_30v5grqTkCZJxmX,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 13:10:22,2022-04-25 13:10:22,Spam,100,0,True,2022-04-25 13:10:23,R_3PmFMYZACPUpSpa,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 13:11:52,2022-04-25 13:11:52,Spam,100,0,True,2022-04-25 13:11:52,R_rcfiiXGj2FJcBj3,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 13:19:50,2022-04-25 13:19:50,Spam,100,0,True,2022-04-25 13:19:50,R_UXankaaIiGmdW9P,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 13:40:59,2022-04-25 13:40:59,Spam,100,0,True,2022-04-25 13:40:59,R_3oBh39PEkS3oVG8,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 13:33:59,2022-04-25 13:42:07,IP Address,100,487,True,2022-04-25 13:42:07,R_0CERdrDSnvRtWyl,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"6'3""+",200-225 lbs,Male,Male,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",RO,08,24,HA,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,4= Almost always,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,4= Almost always,4= Almost always,2= Sometimes,2= Sometimes,4= Almost always,1= Almost never,3= Often,4= Almost always,3= Often,2= Sometimes,4= Almost always,2= Sometimes,3= Often,4= Almost always,2= Sometimes,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-25 13:37:34,2022-04-25 13:45:15,IP Address,100,460,True,2022-04-25 13:45:15,R_VK0UZwAbgKajIFr,anonymous,EN,Agree,Yes,Fourth year,30-35 years old,"5'6""-5'9""",175-200 lbs,Female,Female,,Heterosexual,,Hispanic/Latinx,,Other:,Spanish,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",X,11,7t,br,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,3= Often,2= Sometimes,3= Often,2= Sometimes,1= Almost never,3= Often,3= Often,1= Almost never,1= Almost never,4= Almost always,1= Almost never,2= Sometimes,3= Often,1= Almost never,2= Sometimes,3= Often,1= Almost never,1= Almost never,3= Often,2= Sometimes,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,2,2,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,2,2,2,2,3= Moderately characteristic or true of me
2022-04-25 13:43:17,2022-04-25 13:51:08,IP Address,100,471,True,2022-04-25 13:51:08,R_2aJHwK7ynDLZ6FI,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'9""-6'0""",150-175 lbs,Male,Male,,Homosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",MI,10,DA,BL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,3= Often,1= Almost never,3= Often,2= Sometimes,1= Almost never,2= Sometimes,3= Often,1= Almost never,1= Almost never,4= Almost always,1= Almost never,2= Sometimes,3= Often,3= Often,1= Almost never,3= Often,2= Sometimes,1= Almost never,3= Often,1= Almost never,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,2,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,2,1= Not at all characteristic or true of me,2
2022-04-25 14:14:15,2022-04-25 14:14:15,Spam,100,0,True,2022-04-25 14:14:16,R_1Ff8kUAu4d6zFrz,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 14:18:47,2022-04-25 14:18:47,Spam,100,0,True,2022-04-25 14:18:47,R_UfGm25WnFayKX9T,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 14:26:14,2022-04-25 14:26:14,IP Address,100,0,True,2022-04-25 14:26:14,R_1iqEJnX1HB34osp,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 15:17:19,2022-04-25 15:17:19,Spam,100,0,True,2022-04-25 15:17:20,R_1MVPRsJInSSg7eK,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 16:51:06,2022-04-25 16:51:06,Spam,100,0,True,2022-04-25 16:51:06,R_2wh3x6SLaM1xXGb,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 17:20:07,2022-04-25 17:20:07,Spam,100,0,True,2022-04-25 17:20:07,R_2BwVB6M4QbLK1H8,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 18:08:52,2022-04-25 18:13:38,IP Address,100,285,True,2022-04-25 18:13:38,R_3PbFXp4JflYw7XP,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'9""-6'0""",175-200 lbs,Male,Male,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",ma,10,ai,bl,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,2= Sometimes,4= Almost always,2= Sometimes,3= Often,2= Sometimes,1= Almost never,3= Often,3= Often,4= Almost always,2= Sometimes,2= Sometimes,3= Often,3= Often,4= Almost always,3= Often,2= Sometimes,3= Often,3= Often,3= Often,3= Often,5= Extremely characteristic or true of me,3= Moderately characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,3= Moderately characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,3= Moderately characteristic or true of me,4,4,4,3= Moderately characteristic or true of me,5= Extremely characteristic or true of me
2022-04-25 18:25:53,2022-04-25 18:25:53,Spam,100,0,True,2022-04-25 18:25:53,R_xf7omCFMHKdI0JH,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 19:51:31,2022-04-25 19:51:31,Spam,100,0,True,2022-04-25 19:51:32,R_2BzXeGNwPRXCrbH,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 21:50:58,2022-04-25 21:50:58,Spam,100,0,True,2022-04-25 21:50:59,R_1jU6TlxK0p68aQ0,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26 09:26:24,2022-04-26 09:26:24,Spam,100,0,True,2022-04-26 09:26:25,R_T0gHCg0GhZc2KLn,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26 09:26:34,2022-04-26 09:32:14,IP Address,100,340,True,2022-04-26 09:32:15,R_O1jzcDFsiffcWCR,anonymous,EN,Agree,Yes,Third year,30-35 years old,"5'6""-5'9""",225+ lbs,Female,Female,,Queer,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",Ly,01,Na,Ha,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,3= Often,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,3= Often,1= Almost never,2= Sometimes,3= Often,3= Often,2= Sometimes,4= Almost always,2= Sometimes,1= Almost never,3= Often,2= Sometimes,2,2,2,2,2,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-26 14:23:01,2022-04-26 14:23:01,Spam,100,0,True,2022-04-26 14:23:02,R_21ngrIXabS9F8QH,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 13:21:28,2022-04-25 13:22:25,IP Address,21,57,False,2022-04-27 13:22:26,R_1OGLGHU55sNVsFs,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'6""-5'9""",125-150 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 13:10:00,2022-04-25 13:11:46,IP Address,21,106,False,2022-04-27 14:57:37,R_Rle86wVLxVgRQrL,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'9""-6'0""",200-225 lbs,Male,Male,,Heterosexual,,Asian/Asian American,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:02:44,2022-04-27 17:02:44,Spam,100,0,True,2022-04-27 17:02:45,R_1pxtPcsKtFJrj2y,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:02:53,2022-04-27 17:02:53,Spam,100,0,True,2022-04-27 17:02:54,R_5dlorZ6KJG5E4ql,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:02:55,2022-04-27 17:02:55,Spam,100,0,True,2022-04-27 17:02:56,R_3dVT3XLuyQA6Btd,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:03:08,2022-04-27 17:03:08,IP Address,100,0,True,2022-04-27 17:03:09,R_73Qg5x8suAhCr97,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:03:23,2022-04-27 17:03:23,Spam,100,0,True,2022-04-27 17:03:23,R_6J4I68UejNZIEV3,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:03:41,2022-04-27 17:03:41,Spam,100,0,True,2022-04-27 17:03:41,R_3g6ifnpqZDPwn9p,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:03:05,2022-04-27 17:03:45,IP Address,100,39,True,2022-04-27 17:03:45,R_Ryin0kP2U9dvOFj,anonymous,EN,Agree,No,First year,Under 25 years old,"5'9""-6'0""",225+ lbs,Male,Male,,Heterosexual,,Black/African American,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:03:11,2022-04-27 17:04:31,IP Address,100,80,True,2022-04-27 17:04:31,R_1dml39kZO8aMkrN,anonymous,EN,Agree,No,First year,Under 25 years old,"5'6""-5'9""",125-150 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:04:40,2022-04-27 17:04:40,Spam,100,0,True,2022-04-27 17:04:41,R_3qNLswVD9O08sLW,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:04:43,2022-04-27 17:04:43,Spam,100,0,True,2022-04-27 17:04:43,R_1eRGkC792VAVkk6,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:05:03,2022-04-27 17:05:03,Spam,100,0,True,2022-04-27 17:05:03,R_3rMUfJtRY8BNZvi,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:05:07,2022-04-27 17:05:07,Spam,100,0,True,2022-04-27 17:05:08,R_3qJ839u2TWPApCZ,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:05:18,2022-04-27 17:05:18,Spam,100,0,True,2022-04-27 17:05:18,R_22RMC8cyMmPuqjs,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:05:52,2022-04-27 17:05:52,Spam,100,0,True,2022-04-27 17:05:52,R_2SIBWITljC2cQKg,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:07:30,2022-04-27 17:07:30,Spam,100,0,True,2022-04-27 17:07:30,R_9KtOie5a0ueOMG5,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:07:35,2022-04-27 17:07:35,Spam,100,0,True,2022-04-27 17:07:35,R_p4LlHJI14YbbiEN,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:03:33,2022-04-27 17:08:22,IP Address,100,289,True,2022-04-27 17:08:23,R_PUtSUVf51mJUUr7,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'9""-6'0""",125-150 lbs,Male,Male,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",ka,10,ne,bl,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,3= Often,2= Sometimes,3= Often,4= Almost always,2= Sometimes,2= Sometimes,4= Almost always,2= Sometimes,3= Often,3= Often,2= Sometimes,1= Almost never,4= Almost always,4= Almost always,2= Sometimes,2= Sometimes,3= Often,1= Almost never,4= Almost always,1= Almost never,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,2
2022-04-27 17:06:58,2022-04-27 17:09:04,IP Address,100,126,True,2022-04-27 17:09:05,R_r0yuHAmVdtLhWJH,anonymous,EN,Agree,No,First year,Under 25 years old,"5'0""-5'3""",Under 100 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:10:43,2022-04-27 17:10:43,Spam,100,0,True,2022-04-27 17:10:43,R_279iBfjPl9tWEnf,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:11:20,2022-04-27 17:12:48,IP Address,100,87,True,2022-04-27 17:12:48,R_1QhJlA8jQjrnu3a,anonymous,EN,Agree,No,First year,25-30 years old,"5'3""-5'6""",100-125 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:13:56,2022-04-27 17:13:56,IP Address,100,0,True,2022-04-27 17:13:56,R_33a4CJ2AheyDfca,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:14:19,2022-04-27 17:14:19,Spam,100,0,True,2022-04-27 17:14:19,R_29s6EBL0tqWxbdf,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:17:22,2022-04-27 17:17:22,Spam,100,0,True,2022-04-27 17:17:23,R_VJPsTl71miuyhrz,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:19:13,2022-04-27 17:19:55,IP Address,100,42,True,2022-04-27 17:19:55,R_e58Llyeo2wtFI7n,anonymous,EN,Agree,No,First year,25-30 years old,"5'0""-5'3""",100-125 lbs,Female,Female,,Bisexual,,Asian/Asian American,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:20:35,2022-04-27 17:20:35,Spam,100,0,True,2022-04-27 17:20:35,R_28Ooz74lacFkdQV,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:27:55,2022-04-27 17:27:55,Spam,100,0,True,2022-04-27 17:27:55,R_1LeAWqjb5q4jeNT,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:33:34,2022-04-27 17:34:22,IP Address,100,48,True,2022-04-27 17:34:23,R_3Hnn2cu7UHuDQQ3,anonymous,EN,Agree,No,First year,Under 25 years old,"5'6""-5'9""",150-175 lbs,Female,Female,,Queer,,White/Caucasian,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:37:12,2022-04-27 17:37:12,Spam,100,0,True,2022-04-27 17:37:13,R_3nMzseMGngRTxeB,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:34:25,2022-04-27 17:37:58,IP Address,100,213,True,2022-04-27 17:37:58,R_3CMXleB5J20xDZE,anonymous,EN,Agree,Yes,Third year,Under 25 years old,"5'0""-5'3""",100-125 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",X,10,61,BR,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,3= Often,3= Often,2= Sometimes,4= Almost always,2= Sometimes,2= Sometimes,2= Sometimes,1= Almost never,4= Almost always,3= Often,1= Almost never,4= Almost always,2= Sometimes,3= Often,3= Often,2= Sometimes,4= Almost always,2= Sometimes,2= Sometimes,3= Often,4,3= Moderately characteristic or true of me,4,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,4,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,4,5= Extremely characteristic or true of me,1= Not at all characteristic or true of me,5= Extremely characteristic or true of me
2022-04-27 17:46:42,2022-04-27 17:46:42,Spam,100,0,True,2022-04-27 17:46:42,R_21sLdNxXyl8MYwa,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:45:00,2022-04-27 17:50:48,IP Address,100,347,True,2022-04-27 17:50:48,R_3rZJ8shQg9GRnVF,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'0""-5'3""",100-125 lbs,Female,Female,,Heterosexual,,"Asian/Asian American,White/Caucasian",,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",TA,11,GL,BR,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,3= Often,2= Sometimes,3= Often,3= Often,1= Almost never,2= Sometimes,2= Sometimes,2= Sometimes,3= Often,3= Often,1= Almost never,2= Sometimes,3= Often,1= Almost never,1= Almost never,3= Often,3= Often,3= Often,2= Sometimes,3= Often,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,3= Moderately characteristic or true of me,5= Extremely characteristic or true of me,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,5= Extremely characteristic or true of me,3= Moderately characteristic or true of me,5= Extremely characteristic or true of me
2022-04-27 17:49:32,2022-04-27 17:51:07,IP Address,100,94,True,2022-04-27 17:51:07,R_aW7kEHTZ1R18Pbr,anonymous,EN,Agree,No,First year,Under 25 years old,"5'3""-5'6""",100-125 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 17:56:23,2022-04-27 17:56:23,Spam,100,0,True,2022-04-27 17:56:24,R_1DqAXDUwXKepWM7,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
